MLSID,Address,Subdivision,Price,SqFt,Bedrooms,BathsFull,BathsHalf,DaysOnMarket,Agent,Firm
C122871S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,148900,1601,3,3,1,2,A174,F535 
R118966S,912 HOLLINS ROAD,SHELTON PARK,148000,1450,3,2,0,42,A79,F52 
C122841S,650 DEKALB STREET,CREEKSIDE,145000,1232,1,1,1,31,A172,F451 
C119316S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,144500,1590,3,3,1,1,A202,F516 
R119022S,963 BIRCH COURT,COTTAGE,143900,1202,3,2,0,1,A129,F132 
R124089S,1041 PLEASANT AVENUE,GREENEWOOD HEIGHTS,143500,1268,3,2,0,5,A48,F155 
C126587S,1114 S COLLEGE STREET,EDGE CONDOMINIUMS,143270,1400,4,4,0,39,A17,F0 
R119448S,765 WHITAKER LANE,SHELTON PARK,143000,1144,2,2,0,3,A43,F174 
R119228S,893 HOLLINS ROAD,SHELTON PARK,143000,1014,2,2,0,3,A223,F474 
C122768S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,143000,1590,3,3,1,63,A81,F545 
C119192S,303 N ROSS STREET,PARK PLACE,142000,1250,3,3,0,5,A88,F52 
R125278S,329 CHERRY STREET,COTTAGE,141500,1192,2,2,0,5,A142,F155 
C125228S,807 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,141050,1880,4,4,0,7,A44,F476 
C122339S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,141000,1527,3,2,1,5,A66,F155 
C117892S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,141000,1663,3,3,1,6,A6,F96 
R121134S,773 WHITAKER LANE,SHELTON PARK,141000,1220,3,2,0,21,A70,F52 
C117317S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,140500,1701,3,3,1,0,A174,F52 
T125218S,366 JACK HAMPTON DRIVE,ROSS PARK,140000,1540,3,3,0,6,A224,F406 
T126471S,681 NISSA COURT,ROSS PARK,140000,1540,3,3,0,10,A224,F406 
R117121S,543 E University DRIVE,LOFTIN HEIGHTS,140000,912,2,2,0,13,A225,F177 
R122304S,509 GREENTREE TERRACE,GREENTREE ESTATES,140000,1344,3,2,0,18,A30,F278 
C119443S,807 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,139980,1880,4,4,0,17,A44,F476 
C117450S,842 HARVARD DRIVE,WISTERIA CONDOMINIUMS,139900,1554,3,2,1,21,A202,F516 
C121126S,802 W LONGLEAF DRIVE,EAGLES LANDING,139500,1877,4,4,0,1,A54,F177 
C124118S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,139000,1527,3,2,1,45,A221,F546 
C125328S,544 W GLENN AVENUE,VARSITY CONDOMINIUMS,138500,816,2,2,0,13,A226,F360 
T114503S,387 E LONGLEAF DRIVE,PACE,138000,1356,3,3,0,164,A84,F155 
C122474S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,137500,1527,3,2,1,6,A162,F177 
T122503S,549 HERITAGE COURT,HERITAGE WOODS,137000,1213,2,2,1,0,A4,F312 
C122226S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,137000,1527,3,2,1,2,A66,F155 
C117300S,1385 S DONAHUE DRIVE,SOUTHERN EDGE CONDOMINIUMS,137000,1157,3,3,0,17,A43,F174 
R115471S,940 Rustic Ridge ROAD,TOWN & COUNTRY ESTATES,137000,1504,4,2,0,47,A212,F155 
C119068S,797 HARVARD DRIVE,WISTERIA CONDOMINIUMS,137000,1439,3,2,0,70,A24,F177 
C125342S,650 DEKALB STREET,CREEKSIDE,136000,1072,2,2,1,1,A67,F320 
T117819S,536 OAK MEADOW LANE,OAK MEADOW,136000,1518,4,2,0,2,A129,F132 
C121011S,802 W LONGLEAF W,EAGLES LANDING CONDOMINIUMS,136000,1877,4,4,0,3,A118,F155 
C121111S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,136000,1527,3,2,1,7,A156,F52 
C118967S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,135100,1663,3,3,1,5,A103,F508 
C120507S,875 HARVARD DRIVE,RESIDENCES OF CENTRAL PARK,135000,1587,3,2,1,0,A227,F52 
C117761S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,135000,1601,3,3,1,0,A132,F132 
C121186S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,135000,1527,3,2,1,5,A187,F155 
R119184S,1048 CORNSTALK LANE,SHELTON PARK,135000,1288,2,1,1,7,A8,F96 
R119018S,1606 MILLBRANCH DRIVE,TANGLEWOOD,135000,1075,3,1,0,7,A8,F96 
C125414S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,135000,1374,2,2,1,21,A179,F278 
R120948S,778 TRACY COURT,GREENEWOOD HEIGHTS,135000,1305,3,2,0,22,A228,F195 
C117513S,889 HARVARD DRIVE,RESIDENCES OF CENTRAL PARK,135000,1554,3,2,1,22,A52,F177 
C119139S,1436 S DONAHUE DIVIDE,SOUTH CREEK CONDOS,135000,1430,2,2,1,35,A30,F278 
R121183S,1592 MILLBRANCH DRIVE,TANGLEWOOD,134000,1278,3,1,1,0,A16,F360 
T118986S,673 NISSA COURT,ROSS PARK,133500,1504,3,3,0,18,A36,F19 
C119431S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,133000,1527,3,2,1,2,A122,F286 
T119140S,337 E LONGLEAF DRIVE,PACE,133000,1200,2,2,0,7,A132,F132 
C122300S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,133000,1400,3,2,1,49,A24,F177 
C119244S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,132500,1221,3,2,0,6,A76,F155 
C124060S,650 DEKALB STREET,CREEKSIDE,132500,1048,2,2,1,7,A172,F451 
R119050S,370 BUTTERNUT DRIVE,HICKORY WOODS,132500,1383,3,2,0,14,A155,F171 
T117131S,1038 CHINOOK STREET,SHELTON PARK,132500,1576,3,2,1,38,A53,F96 
C120919S,1114 S COLLEGE STREET,EDGE CONDOMINIUMS,132500,1150,3,3,0,93,A4,F312 
C119319S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,132000,1420,2,2,1,4,A171,F535 
C126451S,303 N ROSS STREET,PARK PLACE,132000,850,2,2,0,5,A36,F19 
T119271S,1128 CHINOOK STREET,SHELTON PARK,132000,1411,3,2,1,55,A29,F177 
C120853S,447 W LONG LEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,131000,1221,3,2,0,7,A4,F312 
C120852S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,130000,1221,3,2,0,3,A129,F132 
C121150S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,130000,1450,2,2,1,4,A28,F177 
C120935S,807 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,130000,1880,4,4,0,8,A43,F174 
C122583S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,130000,1284,2,2,1,14,A174,F535 
C120588S,324 N ROSS STREET,REGENCY SQUARE,130000,1000,3,3,0,18,A116,F177 
T120655S,560 HERITAGE COURT,HERITAGE WOODS,130000,1374,2,2,1,20,A24,F177 
R116958S,1631 Wrights Mill ROAD,TANGLEWOOD,130000,1470,3,1,1,33,A222,F15 
C120621S,324 N ROSS STREET,REGENCY SQUARE,130000,958,3,3,0,42,A229,F497 
C115413S,607 W Glenn AVENUE,TOWER PLACE CONDOMINIUMS,130000,758,1,1,0,89,A36,F19 
C115365S,919 ANNALUE DRIVE,SAVANNAH ROW,130000,1440,3,2,1,97,A158,F15 
C115434S,832 Harvard DRIVE,WISTERIA CONDOMINIUMS,130000,1439,3,2,0,101,A23,F177 
C115368S,919 ANNALUE DRIVE,SAVANNAH ROW,130000,1440,3,2,1,113,A158,F15 
T122715S,1370 GATEWOOD DRIVE,OXLEY MANOR,129900,1208,2,2,1,1,A162,F177 
T122402S,1356 GATEWOOD DRIVE,OXLEY MANOR,129900,1212,2,2,1,2,A72,F155 
C120735S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,129900,1263,2,2,1,2,A76,F155 
T117151S,1126 CHINOOK STREET,SHELTON PARK,129900,1430,3,2,1,26,A230,F3 
C125366S,817 HARVARD DRIVE,WISTERIA CONDOMINIUMS,129500,1273,2,2,1,15,A231,F52 
C120512S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,129380,1880,4,4,0,9,A191,F15 
T119077S,1348 GATEWOOD DRIVE,OXLEY MANOR,129000,1170,2,2,1,2,A6,F96 
C117257S,1114 S College STREET,EDGE CONDOMINIUMS,129000,1175,3,3,0,3,A36,F19 
C119040S,802 LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,129000,1877,4,4,0,6,A81,F155 
T122713S,1372 GATEWOOD DRIVE,OXLEY MANOR,128900,1220,2,2,1,1,A162,F177 
C124175S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,128500,1877,4,4,0,63,A131,F286 
T125426S,1040 CHINOOK STREET,SHELTON PARK,128000,1462,3,2,1,0,A186,F39 
C119124S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,128000,1378,2,2,1,8,A232,F278 
C120541S,807 HARVARD DRIVE,WISTERIA CONDOMINIUMS,128000,1294,2,2,1,11,A118,F155 
C119399S,1440 S DONAHUE DRIVE,SOUTH CREEK CONDOS,127950,1430,2,2,1,1,A44,F476 
C117029S,2428 E UNIVERSITY DRIVE,ASBURY HILLS CONDOMINIUMS,127900,1527,2,2,1,4,A9,F155 
C119100S,340 N DONAHUE DRIVE,VIEW AT AUBURN CONDOMINIUMS,127500,1025,2,2,0,0,A233,F476 
C117406S,807 W Longleaf DRIVE,EAGLES LANDING CONDOMINIUMS,127500,1877,4,4,0,1,A103,F508 
T121138S,147 FULLER AVENUE,HERITAGE WOODS,127000,1336,2,2,1,2,A84,F155 
C117484S,807 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,127000,1877,4,4,0,2,A103,F508 
C119230S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,127000,1346,2,2,1,18,A4,F312 
T117295S,695 Meagan COURT,LONGLEAF CROSSING,126500,1332,3,3,0,10,A43,F174 
C119115S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,126000,1877,4,4,0,26,A54,F177 
C118959S,802 W LONGLEAF DRIVE W,HOMES @ EAGLES LNDNG,125900,1877,4,4,0,10,A234,F155 
C117682S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,125700,1263,2,2,1,10,A202,F516 
C120664S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,125500,1877,4,4,0,12,A158,F15 
C119029S,650 DEKALB STREET,CREEKSIDE,125136,1048,2,2,1,0,A29,F177 
C122327S,807 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,125100,1778,4,4,0,5,A90,F155 
C118957S,429 MOORES MILL ROAD,MOORES PLACE CONDOS,125000,1324,2,2,0,0,A56,F177 
C120881S,650 DEKALB STREET,CREEKSIDE,125000,1072,2,2,1,1,A172,F451 
C117559S,807 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,125000,1877,4,4,0,2,A199,F118 
C117010S,650 Dekalb STREET,CREEKSIDE,125000,1158,3,3,0,5,A36,F19 
T119195S,1058 NORTHPOINTE DRIVE,NORTHPOINTE,125000,1259,3,2,0,6,A149,F52 
C118953S,873 HARVARD DRIVE,RESIDENCES OF CENTRAL PARK,125000,1587,3,2,1,8,A133,F516 
C117573S,1114 S COLLEGE STREET,EDGE CONDOMINIUMS,125000,955,2,2,0,9,A88,F52 
R120730S,807 W LONGLEAF DRIVE,EAGLES LANDING,125000,1944,4,4,0,14,A211,F378 
C119113S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,125000,1877,4,4,0,14,A54,F177 
T117579S,715 MEAGAN LANE,LONGLEAF CROSSING,125000,1332,3,3,0,15,A43,F174 
T119464S,711 MEAGAN LANE,LONGLEAF CROSSING,125000,1322,3,3,0,92,A43,F174 
C119056S,650 DEKALB STREET,CREEKSIDE,125000,1072,2,2,1,94,A235,F388 
T120564S,1056 NORTHPOINTE DRIVE,NORTHPOINTE,125000,1259,3,2,0,126,A149,F52 
C120809S,431 HARPER AVENUE,DEERFIELD CONDOMINIUMS,124990,1378,2,2,1,41,A100,F360 
C117305S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,124900,1880,4,4,0,6,A84,F155 
C117467S,626 SHUG JORDAN PARKWAY,AUBURN CROSSING,124000,1207,4,2,0,4,A56,F177 
C117659S,626 SHUG JORDAN PARKWAY,AUBURN CROSSING,124000,1207,4,2,0,7,A56,F177 
C122932S,544 W GLENN AVENUE,VARSITY CONDOMINIUMS,123500,816,2,2,0,0,A179,F278 
C117660S,626 SHUG JORDAN PARKWAY,AUBURN CROSSING,123000,1207,4,2,0,4,A56,F177 
C122948S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,123000,1221,3,2,0,5,A236,F155 
C119083S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,123000,1221,3,2,0,13,A211,F378 
R120861S,537 RAINTREE AVENUE,WOODLAND HILLS,123000,1197,4,2,0,14,A205,F39 
C115375S,650 Dekalb STREET,CREEKSIDE,123000,1048,2,2,1,144,A172,F451 
R117580S,717 MEAGAN LANE,LONGLEAF CROSSING,122500,1332,3,3,0,4,A43,F174 
C117223S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,122000,1312,2,2,1,2,A120,F96 
C120737S,1385 S DONAHUE DRIVE,SOUTHERN EDGE CONDOMINIUMS,122000,913,2,2,0,3,A66,F155 
C119406S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,122000,1877,4,4,0,9,A54,F177 
C117395S,1477 N Donahue DRIVE,DONAHUE CROSSING,122000,1284,2,2,1,53,A36,F19 
C117302S,802 W LONGLEAF DRIVE,EAGLES LANDING CONDOMINIUMS,122000,1880,4,4,0,61,A84,F155 
C122369S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,121000,988,2,2,0,2,A103,F508 
C117036S,650 DEKALB STREET,CREEKSIDE,121000,1072,2,2,1,13,A9,F155 
C117396S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,120000,1221,3,2,0,5,A24,F177 
T126464S,1050 CHINOOK STREET,SHELTON PARK,120000,1474,3,2,1,9,A154,F96 
C117286S,802 W Longleaf DRIVE,EAGLES LANDING CONDOMINIUMS,120000,1877,4,4,0,25,A48,F155 
C116748S,650 Dekalb STREET,CREEKSIDE,120000,1048,2,2,1,35,A172,F451 
R124173S,1127 RUSTIC RIDGE ROAD,TOWN & COUNTRY ESTATES,120000,1363,4,2,0,46,A148,F524 
C117894S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,120000,1214,3,2,0,53,A103,F508 
C115411S,650 Dekalb STREET,CREEKSIDE,120000,1048,2,2,1,132,A172,F451 
C117230S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,119000,1312,2,2,1,5,A4,F312 
T121207S,802 E MAGNOLIA AVENUE,GLENN VALE,119000,1095,2,2,1,8,A168,F278 
C125190S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,118645,1023,2,2,0,5,A29,F177 
C117352S,1063 STONEGATE DRIVE,CROSSLAND DOWNS,118500,1440,2,2,0,31,A237,F406 
R120738S,832 LAKEVIEW DRIVE,LAKEVIEW,118000,768,2,1,0,1,A122,F286 
C117148S,1477 N Donahue DRIVE,DONAHUE CROSSING,118000,1312,2,2,1,6,A6,F96 
C117441S,1477 N DONAHUE DRIVE,DONAHUE CROSSING,118000,1284,2,2,1,44,A36,F19 
R116629S,110 Pear Tree ROAD,Pear Tree - 280,118000,1176,3,2,0,108,A132,F132 
C117345S,1420 S Donahue DRIVE,SOUTH CREEK CONDOS,117000,1478,3,2,1,4,A142,F155 
C120751S,1385 S DONAHUE DRIVE,SOUTHERN EDGE CONDOMINIUMS,116500,913,2,2,0,1,A56,F177 
T119009S,1046 CHINOOK STREET,SHELTON PARK,115750,1054,2,1,1,18,A107,F394 
C121131S,253 E GLENN AVENUE,SHADY GLENN CONDOS,115000,1320,3,2,0,0,A135,F177 
R121122S,1950 ROCKLEDGE COURT,HARMON ESTATES,115000,1220,3,3,0,1,A107,F394 
C117857S,429 MOORES MILL ROAD,MOORES PLACE CONDOS,115000,1324,1,1,1,1,A114,F360 
C121153S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,115000,1012,2,2,0,2,A76,F155 
T117671S,1521 KENDAL COURT,PACE,115000,1259,3,2,0,3,A4,F312 
T117670S,1519 KENDAL COURT,PACE,115000,1259,3,2,0,3,A4,F312 
C117401S,431 Harper AVENUE,DEERFIELD CONDOMINIUMS,115000,1265,2,2,0,3,A216,F312 
C118987S,1029 STONEGATE DRIVE,CROSSLAND DOWNS,115000,1400,2,2,0,7,A44,F476 
C119172S,447 W LONGLEAF,LONGLEAF VILLAS CONDOMINIUMS,115000,1012,2,2,0,10,A238,F155 
C117413S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,115000,1221,3,2,0,10,A158,F15 
C116953S,1114 S College STREET,EDGE CONDOMINIUMS,115000,984,2,2,0,14,A36,F19 
T120598S,823 CHOCTAW AVENUE,SHELTON PARK,115000,1116,2,1,1,15,A6,F96 
C126630S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,115000,1012,2,2,1,28,A4,F312 
C116637S,650 DEKALB STREET,CREEKSIDE,115000,1048,2,2,1,38,A199,F118 
C119099S,650 DEKALB STREET,CREEKSIDE,115000,1072,2,2,1,42,A172,F451 
C117011S,650 Dekalb STREET,CREEKSIDE,115000,1048,2,2,1,55,A36,F19 
C117340S,1477 N Donahue DRIVE,DONAHUE CROSSING,115000,1284,2,2,1,87,A174,F535 
C120627S,147 HARMON DRIVE,HARMON CONDOMINIUMS,114000,1860,2,2,1,1,A26,F52 
T108292S,591 GREENTREE  TERRACE,GREENTREE ESTATES,113500,1269,2,2,0,1023,A211,F378 
R120585S,820 TULLAHOMA DRIVE,SHELTON WOODS,113200,2067,4,2,0,8,A132,F132 
T122403S,1106 CHINOOK STREET,SHELTON PARK,113000,1150,2,1,1,9,A65,F177 
T120798S,1024 CHINOOK STREET,SHELTON PARK,112500,1080,2,1,1,39,A12,F177 
C117059S,148 Thomas STREET,THOMASTON PARC,112000,550,1,1,0,1,A211,F378 
T117141S,519 Heritage COURT,HERITAGE WOODS,112000,1280,2,1,1,13,A113,F177 
C117734S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,110250,1357,3,2,0,8,A133,F516 
C117603S,626 SHUG JORDAN PARKWAY,AUBURN CROSSING,110000,1207,4,2,0,1,A211,F378 
C117331S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,110000,1221,3,2,0,10,A103,F508 
C120757S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,110000,1012,2,2,0,19,A41,F360 
T114992S,1318 KURT CIRCLE,CHAPPELL,110000,1318,3,2,0,158,A159,F52 
R113122S,358 W DRAKE AVENUE,NONE,110000,1292,3,1,0,334,A33,F177 
C119418S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,108000,1012,2,2,0,4,A76,F155 
C116944S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,108000,1244,3,2,0,7,A56,F177 
C119278S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,107000,1054,2,2,0,1,A56,F177 
C119368S,440 MARTIN AVENUE,MARTIN PLACE CONDOS,106500,1150,2,2,1,3,A55,F39 
C120581S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,105000,1029,2,2,0,4,A103,F508 
R117933S,833 LUNSFORD DRIVE,WOODLAND HILLS,105000,1056,3,1,0,5,A239,F423 
C117073S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,105000,1240,3,2,0,27,A103,F508 
C117806S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,104900,1012,2,2,0,9,A232,F278 
C120596S,3297 US HIGHWAY 29 S,CONDOS AT MILL CREEK,103000,1268,2,2,0,0,A17,F0 
C122911S,3297 S COLLEGE STREET,CONDOS AT MILL CREEK,103000,1127,2,2,0,10,A202,F524 
C117369S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,102500,1092,2,2,0,8,A116,F177 
C117262S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,102000,988,2,2,0,22,A103,F508 
C117870S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,101000,1012,2,2,0,12,A179,F278 
C122676S,3297 S COLLEGE STREET S,CONDOS AT MILL CREEK,101000,1070,2,2,0,56,A103,F508 
C117801S,3297 S COLLEGE STREET,CONDOS AT MILL CREEK,100500,1124,2,2,0,19,A24,F177 
C117243S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,100500,1029,2,2,0,25,A116,F177 
C122527S,427 HARPER AVENUE,DEERFIELD CONDOMINIUMS,100000,1136,2,2,0,4,A29,F177 
R119338S,890 CHEROKEE ROAD,SHELTON WOODS,100000,1536,3,2,0,39,A23,F177 
R118991S,1044 E MAGNOLIA AVENUE E,MCKINLEY HEIGHTS,99900,1300,3,1,0,2,A70,F52 
C117846S,3297 COLLEGE STREET S,CONDOS AT MILL CREEK,99000,1070,2,2,0,4,A216,F312 
C116954S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,99000,1012,2,2,0,73,A240,F132 
C117284S,447 W LONG LEAF STREET W,LONGLEAF VILLAS CONDOMINIUMS,98500,1012,2,2,0,12,A205,F39 
R113751S,1938 PANDA COURT,HARMON ESTATES,98500,1220,3,3,0,254,A37,F96 
C117565S,3297 S COLLEGE S,CONDOS AT MILL CREEK,98000,1070,2,2,0,18,A182,F132 
C117741S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,98000,1012,2,2,0,54,A85,F155 
C117555S,626 SHUG JORDAN PARKWAY,AUBURN CROSSING,97000,1207,4,2,0,1,A211,F378 
C118963S,168 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,96000,1152,2,2,1,40,A241,F378 
R116649S,605 N Ross STREET,CAUTHEN,95500,776,1,1,0,47,A30,F278 
C119024S,522 N DONAHUE DRIVE,TIGER INN CONDOMINIUMS,95000,915,2,2,0,20,A233,F476 
C117405S,440 Martin AVENUE,MARTIN PLACE CONDOS,94900,1113,2,2,1,2,A55,F39 
C122298S,449 HARPER AVENUE,DEERFIELD CONDOMINIUMS,93500,1282,2,2,0,10,A24,F177 
C125285S,158 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,93000,1152,2,2,1,4,A242,F516 
C117008S,1027 STONEGATE DRIVE,CROSSLAND DOWNS,92900,1400,2,2,0,7,A44,F476 
C115005S,522 N DONAHUE DRIVE,TIGER INN CONDOMINIUMS,92300,915,2,2,0,129,A30,F278 
C122378S,164 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,92000,1176,2,2,1,51,A98,F278 
C118942S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,91900,1152,2,2,1,6,A243,F52 
C117471S,440 Martin AVENUE,MARTIN PLACE CONDOS,91900,1133,2,2,1,38,A55,F39 
C117124S,1045 STONEGATE DRIVE,CROSSLAND DOWNS,91000,1200,2,2,0,2,A24,F177 
C117333S,1032 STONEGATE DRIVE,CROSSLAND DOWNS,91000,1440,2,2,0,6,A201,F476 
C122356S,1041 STONEGATE DRIVE,CROSSLAND DOWNS,90500,1344,2,2,0,0,A17,F0 
C119014S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,90000,1152,2,2,1,172,A211,F378 
C117724S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,89000,1152,2,2,1,2,A150,F155 
C119229S,146 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,89000,1152,2,2,1,3,A4,F312 
C122828S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,88500,1152,2,2,1,34,A244,F535 
C117012S,1005 STONEGATE DRIVE,CROSSLAND DOWNS,88000,1400,2,2,0,20,A23,F177 
C117472S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,87000,1152,2,2,1,7,A243,F52 
H119210S,48 ASHWORTH LANE,VALLEY VIEW,86000,1680,3,2,0,6,A37,F96 
C121144S,1049 STONEGATE DRIVE,CROSSLAND DOWNS,86000,680,1,1,0,13,A245,F476 
C122494S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,85500,779,1,1,0,3,A58,F39 
C120681S,148 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,85000,1152,2,2,1,1,A217,F311 
C117394S,626 Shug Jordan PARKWAY,AUBURN CROSSING,85000,734,2,1,0,8,A43,F174 
C125202S,626 SHUG JORDAN PARKWAY,AUBURN CROSSING,84500,750,2,1,0,4,A15,F516 
C118949S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,83900,779,1,1,0,39,A103,F508 
C117834S,166 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,83800,1152,2,2,1,12,A241,F378 
C119276S,601 N GAY STREET,COURT SQUARE CONDOMINIUMS,81500,1151,2,2,0,6,A23,F177 
C116863S,449 N Donahue AVENUE,TIGER INN EAST CONDOMINIUMS,81000,1064,2,1,0,161,A211,F378 
C117575S,1055 STONEGATE DRIVE,CROSSLAND DOWNS,80500,680,1,1,0,3,A246,F476 
C117835S,601 N GAY STREET,COURT SQUARE CONDOMINIUMS,80000,1151,2,2,0,6,A23,F177 
C117423S,158 E University DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,80000,1152,2,2,1,8,A241,F378 
C118929S,447 W LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,80000,779,1,1,0,11,A103,F508 
C117203S,162 E University DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,80000,1200,2,2,1,12,A211,F378 
C122665S,426 N DONAHUE DRIVE,VILLAGE NORTH,80000,825,2,1,0,54,A171,F535 
C117601S,426 N DONAHUE DRIVE,VILLAGE NORTH,80000,980,2,1,0,111,A28,F177 
C116999S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,79000,1152,2,2,1,0,A243,F52 
C120855S,447 LONGLEAF DRIVE,LONGLEAF VILLAS CONDOMINIUMS,78500,0,1,1,0,0,A17,F0 
C117560S,427 HARPER AVENUE,DEERFIELD CONDOMINIUMS,76500,1364,2,2,0,1,A174,F52 
C117567S,626 SHUG JORDAN PARKWAY,AUBURN CROSSING,75000,734,2,1,0,5,A211,F378 
C117398S,1055 STONEGATE DRIVE,CROSSLAND DOWNS,75000,672,1,1,0,11,A24,F177 
C124087S,1825 WIRE ROAD,HEARTHSTONE,74000,810,1,1,0,4,A125,F52 
C116997S,447 W Longleaf DRIVE,LONGLEAF VILLAS CONDOMINIUMS,73000,779,1,1,0,19,A142,F155 
C117875S,601 N GAY STREET,COURT SQUARE CONDOMINIUMS,72900,1151,2,2,0,0,A244,F535 
R122420S,475 WASHINGTON COURT,PERRY,68000,1342,3,2,0,52,A167,F52 
